X_实时推理GPU需求_等效GPU,Y_实时推理执行时长_分钟,X_批量推理GPU需求_等效GPU,Y_批量推理执行时长_分钟,X_AI训练GPU需求_等效GPU,Y_AI训练执行时长_分钟
6,153,18.0,120.0,126.0,386.0
3,111,19.0,215.0,70.0,171.0
1,367,11.0,57.0,74.0,226.0
5,235,22.0,116.0,23.0,349.0
7,171,15.0,296.0,72.0,282.0
2,19,11.0,311.0,92.0,323.0
1,140,11.0,154.0,91.0,346.0
3,57,5.0,232.0,26.0,243.0
7,193,17.0,55.0,119.0,186.0
2,297,16.0,57.0,28.0,307.0
7,254,20.0,185.0,75.0,183.0
6,39,5.0,374.0,109.0,200.0
2,343,6.0,294.0,88.0,176.0
4,69,4.0,304.0,100.0,140.0
3,232,7.0,146.0,56.0,82.0
3,101,15.0,298.0,76.0,317.0
5,22,7.0,315.0,93.0,171.0
2,287,7.0,154.0,28.0,68.0
1,59,4.0,298.0,85.0,161.0
7,293,16.0,53.0,44.0,327.0
2,196,6.0,274.0,62.0,93.0
3,215,18.0,16.0,24.0,127.0
2,160,11.0,90.0,16.0,283.0
7,68,15.0,57.0,62.0,31.0
3,114,8.0,322.0,71.0,53.0
4,186,23.0,37.0,81.0,78.0
5,158,23.0,51.0,97.0,286.0
1,273,19.0,346.0,72.0,353.0
1,56,13.0,104.0,109.0,109.0
2,133,11.0,120.0,30.0,353.0
6,381,16.0,294.0,35.0,100.0
4,40,6.0,312.0,84.0,320.0
2,376,8.0,200.0,80.0,97.0
4,363,10.0,186.0,35.0,230.0
7,14,4.0,89.0,78.0,117.0
7,269,7.0,343.0,34.0,218.0
3,149,6.0,61.0,29.0,136.0
2,361,5.0,381.0,30.0,238.0
7,255,15.0,37.0,94.0,187.0
3,149,6.0,229.0,91.0,385.0
7,168,4.0,279.0,102.0,63.0
5,182,10.0,161.0,112.0,186.0
7,55,4.0,209.0,16.0,174.0
6,191,12.0,156.0,24.0,367.0
1,232,22.0,267.0,118.0,207.0
4,43,13.0,112.0,52.0,358.0
7,109,11.0,196.0,114.0,236.0
6,58,21.0,301.0,25.0,385.0
4,51,17.0,308.0,91.0,146.0
7,209,23.0,36.0,105.0,10.0
5,101,7.0,306.0,36.0,116.0
6,268,15.0,201.0,24.0,122.0
1,247,18.0,394.0,19.0,277.0
5,114,15.0,270.0,87.0,293.0
2,48,22.0,125.0,111.0,81.0
6,324,5.0,192.0,26.0,96.0
5,108,23.0,381.0,126.0,224.0
4,149,21.0,111.0,47.0,391.0
7,210,7.0,269.0,86.0,102.0
7,69,15.0,312.0,37.0,192.0
2,64,10.0,238.0,102.0,361.0
5,360,15.0,63.0,58.0,83.0
4,127,8.0,82.0,65.0,238.0
1,90,8.0,41.0,87.0,226.0
3,57,13.0,30.0,92.0,267.0
6,79,11.0,301.0,78.0,261.0
1,376,11.0,355.0,99.0,258.0
1,353,23.0,368.0,71.0,182.0
7,337,22.0,49.0,60.0,104.0
2,146,17.0,251.0,87.0,209.0
2,135,22.0,335.0,39.0,347.0
1,151,22.0,18.0,63.0,154.0
4,83,12.0,252.0,115.0,341.0
5,73,8.0,204.0,110.0,309.0
2,148,22.0,114.0,53.0,186.0
2,257,23.0,41.0,110.0,64.0
6,386,18.0,103.0,45.0,389.0
6,323,12.0,148.0,47.0,102.0
3,74,16.0,126.0,49.0,277.0
2,291,22.0,304.0,19.0,91.0
3,257,9.0,48.0,77.0,78.0
2,83,5.0,211.0,125.0,17.0
3,223,18.0,300.0,33.0,259.0
3,238,22.0,321.0,85.0,365.0
5,322,22.0,318.0,99.0,271.0
2,36,17.0,195.0,31.0,279.0
2,336,21.0,141.0,63.0,302.0
5,180,18.0,364.0,35.0,59.0
7,309,16.0,225.0,20.0,82.0
5,157,7.0,33.0,58.0,114.0
2,262,4.0,381.0,77.0,181.0
3,378,8.0,281.0,73.0,371.0
1,116,19.0,82.0,99.0,164.0
2,207,13.0,49.0,103.0,289.0
1,66,23.0,362.0,45.0,216.0
4,321,12.0,208.0,32.0,57.0
6,296,18.0,132.0,19.0,123.0
5,341,17.0,384.0,80.0,383.0
6,79,13.0,175.0,25.0,218.0
5,268,7.0,385.0,101.0,164.0
4,255,12.0,116.0,62.0,361.0
3,325,11.0,295.0,104.0,70.0
5,181,11.0,130.0,51.0,213.0
2,260,21.0,339.0,56.0,205.0
4,207,10.0,226.0,105.0,384.0
5,184,20.0,165.0,20.0,340.0
3,269,8.0,120.0,118.0,198.0
2,14,19.0,137.0,30.0,187.0
5,26,19.0,61.0,37.0,254.0
1,381,13.0,228.0,42.0,356.0
4,15,21.0,104.0,80.0,78.0
5,115,12.0,255.0,49.0,72.0
2,393,23.0,386.0,24.0,233.0
7,302,23.0,285.0,109.0,357.0
4,285,22.0,311.0,58.0,178.0
4,40,21.0,246.0,59.0,333.0
1,84,8.0,386.0,97.0,279.0
4,317,20.0,163.0,34.0,215.0
4,46,12.0,381.0,111.0,58.0
3,365,15.0,393.0,104.0,155.0
1,23,7.0,298.0,30.0,301.0
5,284,23.0,76.0,112.0,307.0
5,115,23.0,335.0,105.0,191.0
7,280,23.0,227.0,103.0,131.0
1,20,19.0,105.0,26.0,393.0
4,77,23.0,252.0,99.0,181.0
6,262,10.0,236.0,62.0,252.0
1,321,18.0,230.0,67.0,157.0
3,311,21.0,316.0,119.0,269.0
2,392,14.0,117.0,85.0,63.0
3,77,16.0,282.0,16.0,286.0
4,137,5.0,351.0,30.0,29.0
2,224,6.0,363.0,31.0,230.0
5,109,10.0,290.0,110.0,90.0
5,82,23.0,241.0,84.0,86.0
6,181,8.0,42.0,17.0,45.0
6,13,20.0,88.0,103.0,51.0
4,394,5.0,260.0,117.0,68.0
6,275,17.0,58.0,64.0,369.0
6,292,16.0,396.0,85.0,137.0
5,273,10.0,108.0,115.0,317.0
7,150,22.0,139.0,19.0,363.0
6,34,8.0,75.0,92.0,101.0
7,198,11.0,159.0,80.0,128.0
1,10,7.0,286.0,122.0,18.0
6,235,20.0,203.0,99.0,178.0
5,22,10.0,27.0,78.0,278.0
5,130,8.0,297.0,48.0,276.0
4,310,5.0,375.0,125.0,287.0
7,324,23.0,25.0,124.0,179.0
5,29,11.0,344.0,103.0,247.0
6,39,11.0,150.0,46.0,227.0
3,222,14.0,396.0,48.0,16.0
6,334,18.0,53.0,52.0,43.0
5,390,22.0,287.0,69.0,123.0
3,109,12.0,213.0,82.0,92.0
7,95,19.0,359.0,90.0,353.0
3,211,8.0,357.0,45.0,399.0
5,167,20.0,201.0,88.0,139.0
1,30,18.0,377.0,107.0,175.0
4,100,10.0,243.0,102.0,195.0
2,119,12.0,348.0,30.0,163.0
4,269,16.0,375.0,103.0,132.0
7,46,16.0,352.0,79.0,307.0
6,59,19.0,271.0,28.0,68.0
2,317,19.0,54.0,17.0,138.0
3,381,5.0,396.0,119.0,300.0
7,27,15.0,23.0,24.0,47.0
5,87,11.0,35.0,48.0,368.0
7,35,16.0,376.0,126.0,221.0
4,230,23.0,240.0,34.0,167.0
2,37,23.0,95.0,78.0,194.0
5,226,13.0,361.0,97.0,205.0
4,119,19.0,229.0,22.0,330.0
4,279,21.0,322.0,47.0,146.0
6,235,8.0,106.0,27.0,354.0
4,26,4.0,291.0,52.0,279.0
6,31,19.0,167.0,112.0,207.0
1,103,23.0,75.0,96.0,225.0
3,197,16.0,98.0,72.0,260.0
6,297,13.0,392.0,108.0,254.0
5,260,23.0,23.0,92.0,240.0
4,341,6.0,30.0,63.0,267.0
2,350,13.0,127.0,29.0,113.0
1,132,18.0,341.0,95.0,23.0
4,228,21.0,179.0,118.0,141.0
1,89,7.0,21.0,123.0,111.0
3,318,16.0,369.0,53.0,306.0
3,398,11.0,390.0,64.0,151.0
6,322,19.0,191.0,42.0,12.0
5,266,9.0,250.0,85.0,370.0
7,125,21.0,396.0,54.0,393.0
6,355,10.0,138.0,104.0,257.0
4,283,4.0,20.0,59.0,57.0
2,201,21.0,255.0,84.0,117.0
6,387,18.0,339.0,85.0,288.0
7,63,6.0,159.0,123.0,233.0
1,216,5.0,108.0,50.0,46.0
3,294,13.0,74.0,19.0,317.0
5,237,7.0,319.0,32.0,139.0
3,32,23.0,351.0,33.0,83.0
7,78,19.0,324.0,44.0,234.0
6,284,14.0,150.0,71.0,249.0
1,142,14.0,209.0,78.0,96.0
4,284,23.0,351.0,87.0,396.0
7,215,15.0,268.0,92.0,116.0
3,272,21.0,244.0,20.0,277.0
7,92,11.0,132.0,68.0,243.0
7,142,16.0,185.0,27.0,53.0
2,182,8.0,188.0,40.0,259.0
5,160,19.0,218.0,76.0,366.0
4,349,9.0,121.0,30.0,198.0
1,158,8.0,391.0,66.0,141.0
4,91,13.0,252.0,120.0,200.0
6,397,15.0,157.0,80.0,51.0
2,383,11.0,57.0,102.0,225.0
5,352,20.0,176.0,80.0,70.0
4,15,8.0,41.0,66.0,72.0
3,301,10.0,279.0,76.0,290.0
2,130,12.0,79.0,32.0,100.0
1,102,22.0,39.0,120.0,122.0
4,326,9.0,380.0,25.0,147.0
3,314,15.0,347.0,113.0,382.0
2,137,5.0,296.0,40.0,290.0
3,92,13.0,355.0,77.0,128.0
3,244,14.0,51.0,52.0,13.0
4,315,12.0,17.0,71.0,286.0
6,385,12.0,377.0,53.0,41.0
1,101,18.0,81.0,99.0,83.0
7,388,23.0,69.0,80.0,370.0
4,325,7.0,377.0,119.0,35.0
5,55,4.0,282.0,79.0,111.0
7,116,8.0,256.0,101.0,391.0
3,165,21.0,67.0,43.0,111.0
2,380,4.0,70.0,90.0,202.0
5,169,14.0,225.0,60.0,181.0
6,312,17.0,160.0,118.0,177.0
2,355,7.0,178.0,73.0,158.0
1,190,20.0,84.0,79.0,317.0
2,359,11.0,32.0,34.0,95.0
6,92,23.0,88.0,101.0,331.0
1,163,19.0,38.0,117.0,82.0
1,56,13.0,130.0,93.0,282.0
6,182,15.0,48.0,45.0,27.0
4,49,15.0,283.0,92.0,135.0
1,256,13.0,11.0,98.0,140.0
6,18,20.0,109.0,113.0,11.0
7,374,4.0,275.0,51.0,307.0
6,141,8.0,252.0,22.0,31.0
2,247,9.0,111.0,72.0,191.0
3,45,10.0,143.0,68.0,359.0
6,230,7.0,262.0,48.0,334.0
7,364,8.0,22.0,40.0,338.0
2,318,18.0,53.0,123.0,134.0
2,182,23.0,104.0,25.0,305.0
2,155,21.0,277.0,43.0,16.0
3,183,7.0,225.0,69.0,179.0
5,76,20.0,129.0,53.0,329.0
7,171,4.0,225.0,72.0,133.0
6,301,9.0,58.0,81.0,92.0
4,278,17.0,17.0,96.0,399.0
3,390,11.0,151.0,85.0,239.0
1,179,16.0,118.0,121.0,292.0
7,321,14.0,236.0,99.0,23.0
4,345,9.0,287.0,124.0,48.0
5,217,11.0,223.0,55.0,397.0
6,150,10.0,234.0,50.0,113.0
6,224,17.0,226.0,35.0,119.0
4,322,16.0,374.0,88.0,214.0
6,257,20.0,231.0,38.0,191.0
2,286,10.0,21.0,46.0,231.0
3,34,11.0,338.0,124.0,201.0
4,240,15.0,240.0,113.0,80.0
4,74,6.0,155.0,106.0,115.0
2,143,7.0,13.0,118.0,21.0
3,49,18.0,110.0,117.0,287.0
6,339,11.0,334.0,20.0,29.0
1,173,22.0,92.0,102.0,127.0
7,57,10.0,197.0,121.0,363.0
5,180,14.0,263.0,33.0,399.0
3,289,23.0,253.0,60.0,153.0
7,197,18.0,388.0,86.0,299.0
7,113,8.0,327.0,89.0,346.0
4,63,14.0,393.0,50.0,51.0
4,369,4.0,73.0,111.0,128.0
6,142,13.0,236.0,92.0,336.0
5,340,12.0,83.0,65.0,359.0
2,78,10.0,93.0,43.0,338.0
1,260,8.0,115.0,22.0,354.0
3,136,8.0,29.0,99.0,305.0
3,24,5.0,354.0,91.0,174.0
2,233,12.0,264.0,19.0,58.0
4,98,16.0,316.0,96.0,375.0
6,99,13.0,140.0,68.0,367.0
6,260,12.0,92.0,18.0,27.0
4,151,17.0,380.0,103.0,147.0
1,302,6.0,167.0,104.0,336.0
7,72,18.0,84.0,61.0,211.0
1,196,15.0,92.0,30.0,188.0
3,230,5.0,170.0,31.0,304.0
7,278,22.0,363.0,105.0,56.0
7,302,14.0,102.0,66.0,336.0
5,56,17.0,12.0,58.0,393.0
2,363,11.0,64.0,31.0,151.0
2,63,19.0,219.0,117.0,122.0
2,272,16.0,221.0,73.0,150.0
6,142,21.0,142.0,60.0,192.0
1,33,12.0,324.0,116.0,106.0
7,38,12.0,27.0,124.0,261.0
2,35,17.0,219.0,22.0,398.0
5,164,19.0,244.0,55.0,74.0
5,71,7.0,110.0,38.0,394.0
5,209,6.0,301.0,121.0,321.0
7,111,12.0,233.0,85.0,19.0
2,10,20.0,118.0,55.0,43.0
4,80,14.0,282.0,112.0,322.0
7,388,15.0,93.0,47.0,117.0
6,72,20.0,368.0,74.0,105.0
3,129,11.0,247.0,108.0,38.0
5,281,9.0,95.0,90.0,374.0
7,241,18.0,73.0,72.0,264.0
7,194,10.0,33.0,116.0,62.0
4,162,11.0,20.0,75.0,238.0
1,204,10.0,328.0,41.0,159.0
7,275,11.0,240.0,63.0,360.0
4,391,16.0,237.0,76.0,245.0
1,212,15.0,139.0,76.0,345.0
2,261,23.0,222.0,66.0,178.0
3,258,23.0,100.0,75.0,339.0
3,382,18.0,346.0,52.0,292.0
1,96,19.0,318.0,112.0,373.0
2,88,7.0,300.0,54.0,111.0
3,317,4.0,334.0,60.0,178.0
6,80,6.0,372.0,49.0,355.0
5,18,10.0,292.0,53.0,258.0
3,325,4.0,231.0,38.0,81.0
4,380,19.0,24.0,30.0,165.0
5,15,6.0,105.0,106.0,286.0
3,224,12.0,323.0,120.0,30.0
1,74,17.0,382.0,29.0,116.0
1,90,13.0,73.0,85.0,37.0
5,235,18.0,47.0,82.0,298.0
6,62,10.0,365.0,125.0,212.0
3,170,21.0,235.0,107.0,235.0
7,139,11.0,19.0,34.0,324.0
7,348,6.0,190.0,101.0,231.0
4,353,10.0,105.0,19.0,93.0
3,192,15.0,284.0,91.0,374.0
3,312,14.0,108.0,96.0,245.0
6,397,16.0,304.0,91.0,348.0
3,358,8.0,159.0,119.0,316.0
4,395,4.0,253.0,115.0,62.0
4,384,15.0,227.0,21.0,310.0
7,271,13.0,25.0,20.0,285.0
1,38,18.0,94.0,34.0,322.0
4,75,18.0,47.0,41.0,120.0
2,71,23.0,28.0,98.0,262.0
1,111,18.0,97.0,29.0,341.0
4,114,23.0,274.0,61.0,133.0
1,357,8.0,383.0,61.0,100.0
4,65,10.0,267.0,61.0,74.0
6,277,19.0,274.0,108.0,309.0
2,104,10.0,161.0,114.0,117.0
5,80,12.0,132.0,106.0,299.0
2,43,19.0,376.0,103.0,334.0
3,259,17.0,304.0,87.0,369.0
3,189,17.0,81.0,31.0,351.0
2,58,21.0,329.0,90.0,50.0
6,118,20.0,210.0,75.0,67.0
3,51,18.0,132.0,117.0,213.0
7,82,21.0,17.0,76.0,99.0
1,259,5.0,309.0,92.0,125.0
3,383,14.0,111.0,43.0,397.0
6,396,19.0,162.0,107.0,188.0
5,239,5.0,77.0,25.0,317.0
1,71,11.0,259.0,31.0,363.0
5,210,8.0,223.0,63.0,216.0
3,79,4.0,351.0,90.0,112.0
4,168,23.0,29.0,113.0,303.0
7,200,5.0,371.0,31.0,38.0
3,288,10.0,63.0,124.0,198.0
2,177,18.0,302.0,45.0,215.0
2,345,14.0,320.0,110.0,11.0
1,185,21.0,97.0,21.0,227.0
2,321,7.0,106.0,54.0,147.0
6,373,22.0,354.0,97.0,237.0
7,262,5.0,232.0,76.0,185.0
2,305,23.0,17.0,46.0,320.0
7,284,18.0,151.0,39.0,156.0
6,161,21.0,189.0,111.0,367.0
5,111,5.0,373.0,34.0,322.0
6,41,19.0,324.0,71.0,369.0
7,374,18.0,169.0,24.0,396.0
4,244,15.0,269.0,92.0,239.0
2,168,15.0,86.0,53.0,369.0
4,377,22.0,277.0,20.0,51.0
1,223,23.0,253.0,17.0,332.0
6,220,9.0,327.0,95.0,76.0
7,123,16.0,364.0,67.0,66.0
4,290,22.0,287.0,119.0,164.0
3,173,5.0,179.0,89.0,184.0
7,361,7.0,274.0,29.0,176.0
2,391,18.0,355.0,18.0,335.0
3,312,5.0,167.0,102.0,336.0
4,352,9.0,174.0,24.0,137.0
6,218,23.0,27.0,124.0,312.0
7,377,20.0,70.0,90.0,307.0
3,348,11.0,33.0,58.0,185.0
5,228,10.0,117.0,96.0,346.0
4,273,20.0,236.0,118.0,261.0
5,78,4.0,37.0,60.0,360.0
2,215,21.0,130.0,109.0,132.0
3,146,16.0,73.0,52.0,149.0
1,63,18.0,118.0,42.0,12.0
7,386,11.0,366.0,35.0,221.0
3,380,17.0,51.0,32.0,257.0
2,288,10.0,56.0,67.0,22.0
1,349,9.0,11.0,17.0,272.0
1,300,12.0,191.0,121.0,182.0
4,209,7.0,216.0,32.0,349.0
3,387,7.0,378.0,84.0,364.0
5,297,9.0,328.0,115.0,217.0
3,291,10.0,397.0,21.0,55.0
7,346,7.0,283.0,95.0,315.0
1,365,4.0,158.0,32.0,268.0
3,114,12.0,68.0,90.0,113.0
3,265,22.0,264.0,111.0,233.0
5,144,8.0,151.0,80.0,136.0
1,366,14.0,357.0,19.0,37.0
5,152,9.0,253.0,109.0,376.0
1,143,4.0,106.0,113.0,171.0
3,252,10.0,99.0,48.0,296.0
3,235,10.0,161.0,59.0,297.0
6,85,8.0,311.0,74.0,90.0
2,66,15.0,195.0,60.0,186.0
1,355,23.0,43.0,49.0,98.0
6,358,12.0,220.0,58.0,91.0
5,91,19.0,304.0,100.0,245.0
4,372,5.0,255.0,124.0,192.0
7,58,4.0,129.0,109.0,147.0
2,398,23.0,29.0,100.0,61.0
3,267,21.0,127.0,26.0,114.0
1,337,18.0,22.0,65.0,391.0
7,337,19.0,42.0,110.0,82.0
6,193,4.0,102.0,51.0,220.0
1,132,19.0,23.0,125.0,334.0
1,34,16.0,167.0,79.0,277.0
6,83,20.0,48.0,42.0,73.0
4,341,5.0,203.0,100.0,103.0
2,29,19.0,283.0,113.0,95.0
4,178,16.0,67.0,120.0,201.0
7,389,7.0,118.0,57.0,52.0
1,20,19.0,376.0,47.0,244.0
3,130,9.0,46.0,106.0,392.0
4,67,17.0,194.0,76.0,310.0
2,371,14.0,156.0,25.0,19.0
5,202,7.0,156.0,39.0,399.0
3,164,22.0,79.0,90.0,25.0
6,90,10.0,266.0,100.0,343.0
7,357,14.0,331.0,117.0,155.0
6,211,12.0,394.0,90.0,382.0
6,201,16.0,68.0,98.0,160.0
7,178,20.0,74.0,127.0,318.0
3,237,12.0,377.0,17.0,335.0
7,274,22.0,172.0,63.0,243.0
4,233,15.0,103.0,126.0,216.0
4,214,21.0,360.0,103.0,245.0
4,129,19.0,284.0,120.0,98.0
2,374,18.0,24.0,71.0,99.0
3,113,14.0,39.0,98.0,216.0
5,32,12.0,366.0,34.0,370.0
7,62,16.0,162.0,36.0,253.0
2,204,9.0,355.0,127.0,220.0
6,61,13.0,232.0,27.0,207.0
1,116,15.0,208.0,29.0,124.0
1,232,23.0,140.0,100.0,120.0
3,183,6.0,153.0,71.0,110.0
3,194,16.0,203.0,17.0,245.0
7,80,9.0,175.0,64.0,288.0
2,216,15.0,65.0,83.0,336.0
3,118,11.0,203.0,26.0,71.0
1,42,6.0,140.0,90.0,130.0
2,13,15.0,135.0,33.0,80.0
1,375,23.0,17.0,29.0,259.0
7,378,12.0,318.0,48.0,48.0
7,342,23.0,170.0,74.0,23.0
7,99,4.0,189.0,78.0,262.0
2,373,4.0,333.0,87.0,316.0
5,178,6.0,294.0,45.0,74.0
4,139,20.0,123.0,124.0,51.0
3,37,5.0,322.0,120.0,281.0
3,134,12.0,399.0,64.0,89.0
5,163,17.0,155.0,67.0,313.0
6,303,17.0,82.0,89.0,303.0
2,241,17.0,146.0,32.0,296.0
3,65,12.0,163.0,83.0,237.0
1,350,12.0,115.0,47.0,235.0
5,232,6.0,294.0,23.0,32.0
5,284,10.0,192.0,69.0,45.0
1,321,17.0,193.0,72.0,112.0
1,327,22.0,231.0,127.0,270.0
3,266,19.0,34.0,30.0,148.0
2,270,6.0,324.0,30.0,106.0
2,399,10.0,262.0,115.0,292.0
6,329,14.0,230.0,63.0,266.0
1,34,13.0,123.0,102.0,327.0
5,273,5.0,145.0,39.0,252.0
4,179,20.0,156.0,52.0,377.0
3,223,19.0,372.0,103.0,115.0
6,77,18.0,225.0,108.0,385.0
3,338,4.0,182.0,67.0,155.0
1,261,7.0,89.0,102.0,367.0
5,387,14.0,189.0,110.0,112.0
2,174,19.0,289.0,59.0,386.0
1,198,6.0,13.0,56.0,129.0
2,295,22.0,356.0,112.0,166.0
5,342,23.0,58.0,127.0,24.0
2,127,4.0,121.0,52.0,372.0
1,170,23.0,262.0,107.0,45.0
5,73,10.0,386.0,68.0,21.0
5,327,23.0,199.0,70.0,214.0
5,185,8.0,253.0,65.0,323.0
1,150,22.0,66.0,76.0,252.0
3,88,13.0,122.0,105.0,336.0
4,298,21.0,12.0,38.0,391.0
7,137,11.0,134.0,76.0,67.0
3,162,9.0,32.0,44.0,168.0
5,365,4.0,36.0,111.0,77.0
1,273,6.0,272.0,67.0,282.0
3,129,16.0,204.0,117.0,55.0
5,127,19.0,332.0,112.0,121.0
4,298,6.0,357.0,114.0,249.0
2,26,14.0,41.0,34.0,269.0
6,291,4.0,389.0,79.0,32.0
3,95,19.0,254.0,46.0,277.0
4,118,4.0,160.0,50.0,293.0
4,314,4.0,316.0,25.0,26.0
3,194,15.0,356.0,65.0,398.0
6,347,7.0,368.0,47.0,380.0
3,75,14.0,232.0,58.0,152.0
5,252,14.0,321.0,80.0,15.0
4,219,8.0,132.0,49.0,140.0
4,366,7.0,392.0,100.0,17.0
5,318,4.0,118.0,76.0,208.0
5,163,13.0,62.0,91.0,367.0
7,140,12.0,25.0,26.0,284.0
7,25,11.0,335.0,53.0,171.0
4,272,15.0,152.0,66.0,113.0
3,346,20.0,172.0,98.0,233.0
6,339,9.0,307.0,64.0,175.0
7,14,5.0,102.0,61.0,20.0
4,146,10.0,290.0,17.0,67.0
6,40,11.0,169.0,105.0,88.0
4,347,6.0,86.0,30.0,12.0
2,72,19.0,231.0,43.0,74.0
6,96,22.0,11.0,19.0,145.0
1,179,12.0,279.0,120.0,35.0
2,72,7.0,68.0,105.0,36.0
6,150,23.0,267.0,72.0,144.0
2,10,23.0,313.0,91.0,217.0
5,251,22.0,213.0,123.0,120.0
2,311,13.0,17.0,30.0,328.0
2,131,6.0,134.0,111.0,104.0
5,115,21.0,183.0,54.0,89.0
2,173,23.0,180.0,105.0,109.0
2,263,13.0,175.0,50.0,290.0
4,273,19.0,91.0,38.0,214.0
2,145,18.0,371.0,85.0,323.0
3,27,20.0,111.0,82.0,147.0
2,181,16.0,173.0,110.0,335.0
4,373,10.0,53.0,23.0,225.0
4,34,23.0,126.0,96.0,11.0
3,19,16.0,263.0,85.0,55.0
3,169,6.0,334.0,88.0,58.0
3,332,15.0,169.0,43.0,177.0
5,20,19.0,140.0,82.0,211.0
1,219,23.0,107.0,109.0,349.0
6,239,20.0,183.0,115.0,140.0
4,31,8.0,82.0,72.0,137.0
1,385,10.0,268.0,122.0,190.0
7,22,5.0,381.0,81.0,54.0
2,212,17.0,201.0,34.0,14.0
5,154,8.0,253.0,38.0,278.0
5,183,22.0,126.0,57.0,69.0
2,348,21.0,340.0,73.0,11.0
5,229,12.0,273.0,48.0,263.0
6,220,13.0,31.0,74.0,260.0
5,66,9.0,272.0,77.0,87.0
7,216,4.0,22.0,37.0,37.0
7,247,4.0,28.0,17.0,60.0
3,290,22.0,97.0,104.0,112.0
2,225,8.0,325.0,125.0,259.0
6,371,20.0,184.0,66.0,227.0
2,388,10.0,246.0,23.0,48.0
4,355,11.0,67.0,31.0,386.0
2,369,11.0,283.0,107.0,99.0
1,246,8.0,339.0,18.0,281.0
3,300,5.0,342.0,55.0,129.0
5,230,13.0,286.0,110.0,322.0
1,389,7.0,275.0,104.0,90.0
4,72,18.0,181.0,37.0,105.0
2,255,23.0,260.0,40.0,177.0
6,24,14.0,264.0,64.0,24.0
4,38,7.0,375.0,63.0,304.0
1,50,8.0,48.0,107.0,244.0
6,311,18.0,32.0,52.0,346.0
4,214,12.0,81.0,110.0,302.0
4,163,12.0,340.0,49.0,366.0
6,116,15.0,266.0,29.0,68.0
6,170,11.0,10.0,95.0,251.0
6,143,6.0,374.0,22.0,368.0
6,397,14.0,111.0,116.0,185.0
6,214,20.0,364.0,51.0,363.0
5,38,15.0,176.0,81.0,237.0
1,117,16.0,115.0,112.0,383.0
7,150,12.0,136.0,89.0,134.0
4,19,8.0,242.0,74.0,183.0
1,339,7.0,245.0,38.0,127.0
5,61,15.0,146.0,43.0,52.0
5,68,13.0,266.0,34.0,138.0
4,67,8.0,359.0,89.0,131.0
1,56,5.0,341.0,113.0,64.0
7,166,20.0,80.0,87.0,98.0
4,136,15.0,47.0,51.0,398.0
7,30,18.0,248.0,19.0,398.0
4,250,23.0,329.0,92.0,223.0
3,397,20.0,17.0,87.0,80.0
6,267,8.0,17.0,74.0,163.0
5,336,18.0,137.0,59.0,32.0
1,140,14.0,242.0,57.0,206.0
7,228,5.0,153.0,48.0,181.0
5,210,8.0,31.0,47.0,87.0
6,150,10.0,91.0,108.0,212.0
1,112,13.0,22.0,74.0,264.0
7,296,18.0,104.0,32.0,382.0
6,360,14.0,367.0,71.0,203.0
2,207,20.0,95.0,29.0,101.0
7,284,7.0,387.0,19.0,377.0
5,373,18.0,163.0,121.0,235.0
3,290,6.0,345.0,25.0,363.0
6,237,18.0,183.0,47.0,90.0
6,384,5.0,173.0,88.0,261.0
5,203,11.0,237.0,67.0,129.0
5,258,16.0,210.0,116.0,234.0
5,339,6.0,152.0,125.0,380.0
7,202,7.0,180.0,127.0,318.0
5,82,18.0,12.0,63.0,389.0
3,353,7.0,353.0,17.0,68.0
4,266,9.0,51.0,20.0,221.0
3,239,19.0,170.0,96.0,262.0
6,234,18.0,258.0,83.0,352.0
2,55,14.0,14.0,42.0,341.0
6,206,14.0,147.0,91.0,137.0
1,64,6.0,330.0,92.0,319.0
2,190,5.0,195.0,17.0,167.0
5,248,20.0,105.0,97.0,31.0
7,278,12.0,348.0,113.0,352.0
7,25,5.0,345.0,69.0,44.0
6,58,22.0,48.0,65.0,57.0
5,56,21.0,219.0,63.0,169.0
1,39,8.0,111.0,24.0,194.0
3,298,10.0,22.0,50.0,322.0
5,164,14.0,92.0,108.0,138.0
5,359,17.0,106.0,94.0,204.0
3,61,14.0,277.0,68.0,130.0
6,345,14.0,49.0,125.0,324.0
1,301,7.0,199.0,126.0,267.0
7,180,16.0,363.0,124.0,32.0
6,364,22.0,358.0,31.0,99.0
1,393,14.0,101.0,53.0,268.0
5,94,23.0,48.0,52.0,267.0
3,351,19.0,187.0,101.0,113.0
6,115,22.0,197.0,105.0,47.0
4,156,12.0,323.0,62.0,156.0
5,232,12.0,98.0,62.0,23.0
7,84,19.0,358.0,41.0,257.0
4,194,11.0,255.0,26.0,380.0
4,343,9.0,321.0,45.0,249.0
7,399,15.0,14.0,40.0,378.0
6,287,12.0,267.0,29.0,330.0
7,369,15.0,53.0,114.0,332.0
3,364,16.0,308.0,29.0,310.0
5,390,22.0,325.0,76.0,298.0
1,268,5.0,104.0,58.0,257.0
6,107,9.0,341.0,47.0,197.0
4,384,23.0,261.0,69.0,161.0
3,176,19.0,93.0,78.0,166.0
2,60,17.0,368.0,83.0,327.0
6,53,23.0,104.0,40.0,189.0
4,100,15.0,27.0,104.0,33.0
1,204,23.0,293.0,55.0,138.0
5,237,14.0,279.0,69.0,65.0
7,144,12.0,72.0,20.0,89.0
3,116,11.0,351.0,109.0,345.0
